Student Name,Student ID,Major
Antonio Chavez,SID93692,Economics
Joshua Mitchell,SID93693,Biology
Alexander Obrien,SID93694,Physics
Wesley Decker,SID93695,Biology
Monique Pena,SID93696,Physics
Kyle Johnson,SID93697,Medicine
Kelly Smith,SID93698,History
Melissa Harris,SID93699,Medicine
Anne Reese,SID93700,Physics
Danielle Snyder,SID93701,Mathematics
Thomas Walsh,SID93702,Mathematics
Melanie Barnes,SID93703,Medicine
Rebecca Hall,SID93704,Physics
Jerome Morrison,SID93705,Mathematics
Crystal Castro DVM,SID93706,Medicine
Paul Lee,SID93707,Literature
John Webb,SID93708,Engineering
Rodney Mitchell,SID93709,Art
Kaitlyn Miranda,SID93710,Medicine
Bryan Murphy,SID93711,Physics
Corey Chapman,SID93712,Mathematics
Jacob Mitchell,SID93713,Biology
John Hensley,SID93714,Medicine
Mrs. Susan Myers MD,SID93715,Computer Science
Tammy West,SID93716,History
Sophia Wise,SID93717,Physics
Zachary Underwood,SID93718,Art
Randy Powers MD,SID93719,Philosophy
Teresa Hardin,SID93720,Economics
Elizabeth Wilson,SID93721,Medicine
Kara Torres,SID93722,Computer Science
Susan Smith,SID93723,Art
Betty Adams,SID93724,Literature
Austin Waters,SID93725,Art
Courtney Patterson,SID93726,Philosophy
Jeffrey Boyd DDS,SID93727,Psychology
Barbara Ross,SID93728,History
Christopher Olsen,SID93729,Medicine
Derrick Richardson,SID93730,Art
Daniel Dominguez,SID93731,Economics
Adam Nguyen,SID93732,Medicine
Felicia Gomez,SID93733,Computer Science
David Galloway,SID93734,Art
Kimberly Pineda,SID93735,Mathematics
Emily Cooper,SID93736,Mathematics
Sharon Wheeler,SID93737,Economics
Jesse Carter,SID93738,Engineering
Mitchell Robertson,SID93739,Art
James Morse,SID93740,Mathematics
Rebecca Perry,SID93741,Mathematics
Destiny Santos,SID93742,Computer Science
David Rivera,SID93743,Computer Science
Elijah Hall,SID93744,Economics
Matthew Martin,SID93745,Engineering
Stephanie Norman,SID93746,Philosophy
Christopher Duran,SID93747,Mathematics
Jesse Navarro,SID93748,Philosophy
Mrs. Samantha Stephens,SID93749,Medicine
Micheal Cross,SID93750,Physics
Karen Maldonado,SID93751,Psychology
Jennifer James,SID93752,Psychology
Dr. Cheryl Thompson,SID93753,Medicine
Kelsey Schultz,SID93754,Medicine
Robert House,SID93755,Physics
Sara Wilson,SID93756,Philosophy
Karen Jones,SID93757,Mathematics
Michael Morgan,SID93758,Philosophy
Laura Gordon,SID93759,Psychology
Anthony Andersen,SID93760,Economics
John Garcia MD,SID93761,Physics
William Underwood,SID93762,History
Austin Armstrong,SID93763,Psychology
Paul Mathews PhD,SID93764,Computer Science
Erica Ford MD,SID93765,Economics
Thomas Ryan,SID93766,Computer Science
Jason Moore,SID93767,Philosophy
Richard Farmer,SID93768,Literature
Meghan Peters,SID93769,Physics
Dr. Jennifer Moses,SID93770,Physics
Douglas Wilcox,SID93771,Physics
Aaron Colon,SID93772,Philosophy
Melanie Washington,SID93773,Mathematics
Catherine Barnes,SID93774,Economics
Dillon Garcia,SID93775,Psychology
John Francis,SID93776,Art
Sarah Carter,SID93777,Philosophy
Brian Watkins,SID93778,Engineering
Susan Martinez,SID93779,Biology
Kelli Wood,SID93780,Physics
Joseph Marshall,SID93781,Philosophy
Dorothy Nguyen,SID93782,Psychology
Mary Martin,SID93783,Literature
Brittany Washington,SID93784,Psychology
Debra Hampton,SID93785,Biology
John Peterson,SID93786,Medicine
Todd Cox,SID93787,Medicine
Elizabeth Anderson,SID93788,Economics
Charles Campbell,SID93789,Economics
Virginia Pennington,SID93790,Economics
Stephanie Barajas,SID93791,Computer Science
Justin Jordan,SID93792,Philosophy
Kaitlyn Byrd,SID93793,Psychology
Jennifer Smith,SID93794,Psychology
Carolyn Jones,SID93795,Mathematics
Greg Conrad,SID93796,History
Brandi Johnson,SID93797,Computer Science
Shawn Hopkins,SID93798,Art
Christopher Smith,SID93799,Art
Laura Stewart,SID93800,Literature
Joseph Webster,SID93801,Philosophy
Lisa Garner,SID93802,History
Jeffrey Johnson,SID93803,Physics
Sarah Hendrix,SID93804,Literature
Pamela Whitaker,SID93805,Engineering
Rebecca Hendricks,SID93806,Biology
Heather Jackson,SID93807,Physics
Lauren Parker,SID93808,Philosophy
Mr. Ricardo Mendoza,SID93809,Biology
Danielle Wheeler,SID93810,History
Colleen Mcguire,SID93811,Physics
Richard Hill,SID93812,Art
Nicholas Davidson,SID93813,Mathematics
Brittany Stone,SID93814,Psychology
Jennifer Smith,SID93815,Physics
Heather Malone,SID93816,History
Mary Steele,SID93817,Computer Science
Brittany Spencer,SID93818,Literature
Lindsay Jenkins,SID93819,History
Hunter Sharp,SID93820,Biology
Stacy Shannon,SID93821,Mathematics
Miss Debra Matthews,SID93822,History
Cynthia Bishop,SID93823,Art
Jennifer Rosario,SID93824,Biology
Rebecca Cook,SID93825,Engineering
Philip King,SID93826,Philosophy
David Sanchez,SID93827,Literature
Samuel Lewis,SID93828,Mathematics
Stephanie Ortiz MD,SID93829,Computer Science
Elizabeth Mclean,SID93830,Physics
Christopher Hines,SID93831,Art
Lori Rivas,SID93832,Engineering
Renee Hernandez,SID93833,Psychology
Mark Thomas,SID93834,Mathematics
Kathryn Schmidt,SID93835,Economics
Alyssa Martin,SID93836,Philosophy
Cassandra Wilson,SID93837,Mathematics
Tony Hancock,SID93838,Philosophy
Theresa Levine,SID93839,Psychology
Becky Thomas,SID93840,Physics
Vicki Caldwell,SID93841,Psychology
Savannah Barnes,SID93842,Philosophy
Ryan Hart,SID93843,Biology
Justin Jones,SID93844,Physics
Toni Jones,SID93845,Medicine
Brian Cook,SID93846,Literature
Ian Flores,SID93847,Psychology
Gregory Alvarez,SID93848,Biology
Taylor Cunningham,SID93849,Mathematics
Lisa West,SID93850,Literature
Charles Russell,SID93851,History
Alexander Potter,SID93852,Physics
Carolyn Salinas,SID93853,Art
John Garcia,SID93854,Engineering
Robert Taylor,SID93855,Computer Science
Tonya Brown,SID93856,Computer Science
Brenda Bell,SID93857,Economics
Kimberly Johnson,SID93858,Psychology
Jonathan Walker,SID93859,Psychology
Stephanie Anderson,SID93860,Literature
Lisa Brown,SID93861,Mathematics
Chelsey Martinez,SID93862,Engineering
Kevin Klein,SID93863,Mathematics
John Patel,SID93864,Engineering
Geoffrey Garcia,SID93865,Philosophy
Alexander Murray,SID93866,History
Megan Allen,SID93867,Medicine
Jack Guzman Jr.,SID93868,Biology
Gary Martinez,SID93869,Art
Kimberly Lee,SID93870,Economics
Tiffany Rivera,SID93871,Engineering
Gregory Powell,SID93872,Art
George Bennett,SID93873,History
Morgan Cooley,SID93874,History
Anthony Garcia,SID93875,Biology
Melissa Mitchell,SID93876,Philosophy
Kimberly Sparks,SID93877,Computer Science
Dana Horton,SID93878,Art
Sabrina Koch,SID93879,Physics
Andrew Carter,SID93880,Engineering
Colleen Coleman,SID93881,Engineering
Lisa Baker,SID93882,Mathematics
Mark Castillo,SID93883,Economics
Brian Hamilton,SID93884,Biology
Kenneth Richards,SID93885,Medicine
Patrick Brown,SID93886,Biology
Brandi Peterson,SID93887,Computer Science
Tracy Scott,SID93888,Medicine
Vincent Cooper,SID93889,Physics
Philip Butler,SID93890,Literature
Matthew Combs,SID93891,Literature
Christian Jacobs,SID93892,Biology
Lori Jacobs,SID93893,Art
Michelle Adkins,SID93894,Biology
Michael Wilson,SID93895,Psychology
Sarah Moore,SID93896,Economics
Gina Kent,SID93897,Philosophy
Joshua King,SID93898,History
Mr. Jesse Gregory,SID93899,History
Erika Chambers,SID93900,Art
Amanda Lopez,SID93901,Computer Science
Melissa Harris,SID93902,Economics
Amber Arnold,SID93903,Physics
Michelle Barton,SID93904,Literature
Sheryl Mitchell,SID93905,Psychology
Alicia Brown,SID93906,Economics
Lauren Christensen,SID93907,Physics
Briana Jones,SID93908,Biology
Sharon Shannon,SID93909,Psychology
Jimmy Hudson,SID93910,History
Erica Lopez,SID93911,Biology
Carla Avila,SID93912,Biology
Jeffrey Murphy,SID93913,Economics
Lisa Peterson,SID93914,Computer Science
Edgar Brown,SID93915,Philosophy
Christopher Smith,SID93916,Psychology
Lauren Shea,SID93917,Philosophy
Jennifer Duncan,SID93918,Literature
Janet Carlson DVM,SID93919,Art
Sean Russo,SID93920,History
William Delgado,SID93921,Art
Matthew Lindsey,SID93922,Physics
Robert Hernandez,SID93923,Psychology
Mario Bailey,SID93924,Literature
Ashley Ray,SID93925,History
Colleen Mendoza,SID93926,Biology
Manuel Sampson,SID93927,Literature
James Day,SID93928,Physics
Jennifer Jackson,SID93929,Computer Science
Amanda Bradley,SID93930,Psychology
Nicholas Newton,SID93931,Mathematics
Devin Anderson,SID93932,Engineering
Nicole Mccall,SID93933,Literature
John Mendoza,SID93934,Literature
Edward Lewis,SID93935,Art
Mr. Devin Wilson,SID93936,Engineering
Erin Butler,SID93937,History
Zachary Holmes,SID93938,Literature
Dr. Chelsea Nguyen,SID93939,Biology
Jeffery Rice,SID93940,Engineering
Mark Zimmerman,SID93941,Computer Science
Heather Mcintosh,SID93942,Economics
Rebecca Espinoza,SID93943,Medicine
Andrew Kirby,SID93944,Physics
Joshua Roach,SID93945,Medicine
Richard Douglas,SID93946,Economics
Jeffrey Brooks,SID93947,Psychology
Jennifer Anderson,SID93948,Biology
Dr. Stephanie Hart,SID93949,Psychology
Christina Hill,SID93950,Medicine
Jillian Beasley,SID93951,Biology
Manuel Castaneda,SID93952,Medicine
Matthew Oliver,SID93953,Biology
Amy Sutton,SID93954,Engineering
James Johnson,SID93955,Computer Science
Andrea Banks,SID93956,Mathematics
Brandi Parrish,SID93957,Biology
Nancy Oliver,SID93958,Philosophy
Kimberly Gomez,SID93959,Computer Science
Jesse Martinez,SID93960,Mathematics
Christina Jackson,SID93961,History
Cynthia Garcia,SID93962,Economics
Walter Moore,SID93963,Physics
James Winters,SID93964,Biology
Jill James,SID93965,Biology
James Dixon,SID93966,Physics
Tyler Schwartz,SID93967,Engineering
Ian Hurley,SID93968,Psychology
Sherry Thomas,SID93969,Psychology
Brandon Martinez,SID93970,Philosophy
Charles Miller,SID93971,Psychology
Doris Johnson,SID93972,Engineering
Jonathan Miller,SID93973,Art
Krista Jones,SID93974,Biology
Sherry Phillips,SID93975,Physics
Steven Petty,SID93976,Literature
Todd Reed,SID93977,Physics
Patricia Stephens,SID93978,Computer Science
Juan Black,SID93979,Art
Heidi Vang,SID93980,Engineering
Mark Soto,SID93981,Literature
Robert Fisher,SID93982,Psychology
Mary Rodriguez,SID93983,Medicine
Doris Morrow,SID93984,Physics
Maria Graham,SID93985,Art
Joel Robertson,SID93986,Physics
Joan Soto,SID93987,Biology
Kaylee Williams,SID93988,Computer Science
Michelle Bernard,SID93989,Engineering
Ronnie Mullins,SID93990,History
Daniel Green,SID93991,Physics
Jennifer Rose,SID93992,Philosophy
Rachel Jackson,SID93993,History
Cheryl Reed,SID93994,Engineering
Jacqueline Bradford,SID93995,Art
Patrick Jones,SID93996,Computer Science
Kristen Dawson,SID93997,Medicine
Jay Fox,SID93998,Literature
Troy Mccullough,SID93999,History
Mrs. Maria Robbins,SID94000,Biology
Joshua Olson,SID94001,Engineering
Jessica Gray,SID94002,Biology
Justin Ross,SID94003,Economics
Christina Townsend,SID94004,Psychology
Debbie Roth,SID94005,Literature
Jose Edwards,SID94006,Philosophy
Kevin Steele,SID94007,History
George Dyer,SID94008,Psychology
Brandon Mooney,SID94009,Biology
Paula Graves,SID94010,Art
Melissa Carter,SID94011,Psychology
Matthew Baker,SID94012,Literature
Leah Gardner,SID94013,Medicine
Sherri Terry,SID94014,Literature
Jessica Newman,SID94015,Economics
Mark Patterson,SID94016,Physics
Tammy Gilbert,SID94017,Psychology
Brian Boyer,SID94018,Medicine
Dana Garcia,SID94019,Physics
Jeffrey Marquez,SID94020,Economics
Keith Potter,SID94021,Literature
Michelle Barrett,SID94022,Literature
Jerry Cortez,SID94023,Economics
Stephanie Holloway,SID94024,History
Sara Maxwell,SID94025,Biology
David Wells,SID94026,Engineering
James Nguyen,SID94027,Mathematics
Jeffrey Espinoza,SID94028,Engineering
Tammy Villarreal,SID94029,Art
Kevin Berg,SID94030,Art
Kenneth Ewing,SID94031,History
Aaron Perez,SID94032,Psychology
Edward Garcia,SID94033,Mathematics
Ana Nguyen,SID94034,Economics
Mary Hansen,SID94035,Biology
Joseph Walker,SID94036,Biology
Annette Dickerson,SID94037,Mathematics
Paul Villegas,SID94038,Engineering
Kevin Jefferson,SID94039,Physics
David Smith,SID94040,Art
Elizabeth Bailey,SID94041,Mathematics
Nicholas Wright,SID94042,Mathematics
Raymond Williams,SID94043,Literature
Andrew Ware,SID94044,Psychology
John Maynard,SID94045,Philosophy
Maurice Barrett,SID94046,Engineering
Michael Proctor,SID94047,Physics
Michael Wilson,SID94048,Mathematics
Jeffrey Ortega,SID94049,Economics
Thomas Jennings,SID94050,Medicine
Brittany Andrews,SID94051,Philosophy
Eric Ferguson,SID94052,Art
Maria Thompson,SID94053,Economics
Cameron Maynard,SID94054,Psychology
Kerri Cooper,SID94055,Biology
Julia Boone,SID94056,Computer Science
Bethany Barton,SID94057,Biology
Desiree Sawyer,SID94058,Engineering
Ernest Juarez,SID94059,Philosophy
Sarah Weaver,SID94060,Economics
Kelli Wolfe,SID94061,Physics
Kenneth Norman,SID94062,History
Christina Pena,SID94063,Art
Lacey Moore,SID94064,Medicine
Rodney Burns,SID94065,Computer Science
Sandra Schultz,SID94066,Psychology
Amber Salazar,SID94067,Philosophy
Dr. Shawna Mooney,SID94068,Biology
Carol Wood,SID94069,Engineering
Veronica Martinez,SID94070,Physics
Richard Hicks,SID94071,Psychology
Stephen Holland,SID94072,Engineering
Mrs. Kristie Anderson,SID94073,History
Michael Dickerson,SID94074,Engineering
Kelly Young,SID94075,Physics
Cassidy Brown,SID94076,Engineering
Kenneth Smith,SID94077,Biology
Mrs. Rachel Burton,SID94078,Psychology
Ann Adams,SID94079,Art
Colleen Smith,SID94080,Mathematics
Joseph Nguyen,SID94081,Psychology
Steven Parsons,SID94082,Engineering
Ryan Burns,SID94083,Economics
Mr. Robert Schmidt,SID94084,Psychology
Douglas Nichols,SID94085,Mathematics
Jerry Willis,SID94086,Engineering
Mr. John Weiss DDS,SID94087,Computer Science
Melanie Williams,SID94088,Philosophy
Donna Doyle,SID94089,Art
Patricia Martinez,SID94090,Engineering
Steven Moore,SID94091,Art
Donald Bass,SID94092,Literature
Richard Rowland,SID94093,Computer Science
Daniel Alvarez,SID94094,Art
Hannah Fernandez,SID94095,Psychology
Marilyn Heath,SID94096,Medicine
Ellen Davis,SID94097,Economics
Lauren Foster,SID94098,Psychology
Joshua Graham,SID94099,Literature
Michael Jimenez,SID94100,Physics
Diane Guerrero,SID94101,Mathematics
Christina Bautista,SID94102,Economics
Peter Collier,SID94103,Mathematics
Joshua Gomez,SID94104,Literature
Matthew Sheppard,SID94105,Art
Dr. Jason Wells,SID94106,History
Edward Owen,SID94107,Computer Science
Dana Harris,SID94108,Mathematics
Scott Brown,SID94109,Physics
Tyler Moore,SID94110,Medicine
Thomas Williams,SID94111,History
Lisa Leonard,SID94112,Computer Science
Mario Reed,SID94113,Philosophy
Micheal Johnston MD,SID94114,Engineering
Shelia Scott DVM,SID94115,Computer Science
Travis Cole,SID94116,Biology
Zachary James,SID94117,Medicine
Vickie Hernandez,SID94118,History
Megan Reed,SID94119,Physics
Matthew Davis,SID94120,Medicine
Matthew Johnson,SID94121,Psychology
Heather Harrington,SID94122,Biology
Joseph Morris,SID94123,Mathematics
Darlene Ryan,SID94124,Biology
Barbara Rodriguez,SID94125,Computer Science
Alexandra Weaver,SID94126,Biology
Tracy Moyer,SID94127,Medicine
Travis Mcfarland,SID94128,Computer Science
Andrew Mitchell,SID94129,Medicine
Lisa Williams,SID94130,Literature
Brandon George,SID94131,Physics
Jamie Miller,SID94132,Literature
Allison Peterson,SID94133,Literature
Sara Gross,SID94134,Psychology
Vanessa Garcia,SID94135,Biology
Brittany Stanley,SID94136,Literature
Stephen Phelps,SID94137,Literature
Brittany Kline,SID94138,Economics
Chad Raymond,SID94139,Art
Maureen Johnson,SID94140,Biology
Matthew Figueroa,SID94141,Biology
John Curtis,SID94142,Physics
Connie Foster,SID94143,Psychology
Cynthia Martinez,SID94144,Engineering
Kara Anderson,SID94145,History
Brenda Vargas,SID94146,Engineering
Taylor Jones Jr.,SID94147,Economics
Karen Johnson,SID94148,Computer Science
Jasmine Olsen,SID94149,Engineering
Christine Stephens,SID94150,Economics
Thomas Stephenson,SID94151,Economics
David Smith Jr.,SID94152,Philosophy
Monica Hoffman,SID94153,Psychology
James Harrison,SID94154,History
Billy Hill,SID94155,Psychology
Allen Weaver,SID94156,Mathematics
Misty Arroyo,SID94157,Mathematics
Taylor Ingram,SID94158,Medicine
Veronica Browning,SID94159,Medicine
Justin Stone,SID94160,Art
Jonathan Mcgrath,SID94161,Economics
Sean Campbell,SID94162,Mathematics
John Nelson,SID94163,Biology
Michael Harper,SID94164,Biology
Amanda Kane,SID94165,Psychology
Scott Nunez,SID94166,Mathematics
Steve Roy,SID94167,Computer Science
Selena Walker,SID94168,Art
Ray Campbell,SID94169,Economics
Andrea Randall,SID94170,Art
Marissa Harding,SID94171,Biology
Daniel Alvarez,SID94172,Economics
Caitlin Johnson,SID94173,Art
Diana Young,SID94174,Computer Science
Tammy Patrick,SID94175,History
Guy Simon,SID94176,Biology
Lisa Christian,SID94177,History
Brenda Webb,SID94178,Engineering
William Smith,SID94179,Medicine
Kaitlin Garcia,SID94180,Mathematics
Steven Robles Jr.,SID94181,Psychology
Linda Smith,SID94182,Medicine
Karen Ramirez,SID94183,Physics
Regina Brown,SID94184,Literature
Sharon Arnold,SID94185,Art
Kelsey Hoffman,SID94186,Biology
Melissa Smith,SID94187,Art
Claudia Sanders,SID94188,Art
Yvonne Lee,SID94189,Psychology
Shawn Chandler,SID94190,Economics
George Ramos,SID94191,Literature
Tammy Evans,SID94192,Computer Science
Justin Vargas,SID94193,Engineering
Kimberly Schroeder,SID94194,Mathematics
Joann Smith,SID94195,Biology
Sean Blackwell,SID94196,Physics
Ryan Flores,SID94197,Literature
Elizabeth Anderson,SID94198,Engineering
Carla Mathews,SID94199,Physics
Theresa Mclaughlin,SID94200,Computer Science
Holly King,SID94201,Literature
Michelle Johnson,SID94202,Literature
Brian Moore,SID94203,Art
Alexander Delgado,SID94204,Medicine
Brenda Taylor,SID94205,Medicine
Nicole Campos,SID94206,Philosophy
Misty Jimenez,SID94207,History
Nicholas Powell,SID94208,Physics
Denise Nicholson,SID94209,Literature
Charles Potter,SID94210,History
Jason Watson,SID94211,Medicine
Kaitlin Hall,SID94212,Art
Tara Gonzalez,SID94213,Literature
John Dunn,SID94214,Literature
Joseph Lewis,SID94215,Mathematics
Elizabeth Fields,SID94216,Computer Science
Kerri Young,SID94217,History
Alejandro Richardson,SID94218,Mathematics
Andrew Phelps,SID94219,Engineering
Anne Benson,SID94220,Biology
Louis Moore,SID94221,Biology
Kimberly Shah,SID94222,Philosophy
Terry Hughes,SID94223,Literature
Allen Rogers,SID94224,Biology
Randall Carlson,SID94225,Physics
Christine Holmes,SID94226,Computer Science
Ricky Davis,SID94227,Art
Robert Jackson,SID94228,Literature
Kimberly Cobb,SID94229,Philosophy
Martha Cox,SID94230,Mathematics
Alexander Padilla,SID94231,Philosophy
Catherine Jackson,SID94232,Computer Science
Caroline Strickland DDS,SID94233,Economics
Charles White,SID94234,Economics
Jonathan Harris,SID94235,Medicine
Marcus Johnson,SID94236,History
Craig Ellis,SID94237,Computer Science
Brenda Reese,SID94238,Psychology
Amy Sharp,SID94239,Computer Science
Michael Townsend,SID94240,Medicine
William Clay,SID94241,Literature
Claudia Mcbride,SID94242,Medicine
Sara Jackson,SID94243,Medicine
Brenda Jimenez,SID94244,Psychology
Gary Ellison,SID94245,Philosophy
Ryan Watkins,SID94246,Mathematics
Karen Clark,SID94247,Art
Mr. Kevin Hunt,SID94248,Economics
David Li,SID94249,Literature
Haley Watson,SID94250,History
Michelle Dillon,SID94251,Biology
Jennifer Lang,SID94252,Art
Andrew Bell,SID94253,Philosophy
Amber Miller,SID94254,Medicine
Lori Hicks,SID94255,Computer Science
Samuel Flynn,SID94256,Biology
Albert Petersen,SID94257,Philosophy
Kimberly Bennett,SID94258,Engineering
Tammy Baird,SID94259,Art
Lisa Vance,SID94260,History
Barbara Castillo,SID94261,Engineering
Debra Medina,SID94262,Mathematics
Tracey Simmons,SID94263,Literature
Alison Stanton,SID94264,Engineering
Amber Dixon,SID94265,Economics
Ian Hughes,SID94266,Psychology
Matthew Walker,SID94267,Medicine
Jenny Meyer,SID94268,History
Angela Aguirre,SID94269,Art
Jesse Clark,SID94270,Biology
Melissa Martinez,SID94271,Medicine
Stephanie Williams,SID94272,Physics
Terry Kelly,SID94273,Computer Science
Jeffrey Medina,SID94274,Physics
Anthony Woods MD,SID94275,Art
Martha Rollins,SID94276,Literature
Alyssa Robinson,SID94277,Physics
Tammy Perez,SID94278,Mathematics
Wendy Browning,SID94279,History
Stephen Foster,SID94280,Art
Derrick Simmons,SID94281,Medicine
Jessica Bates,SID94282,Philosophy
Kelsey Garcia,SID94283,Medicine
Brian Bradley,SID94284,Art
Jeffrey Shepard,SID94285,Art
Shawn Carpenter II,SID94286,Engineering
Kelly Daniels,SID94287,Engineering
Adam Newton,SID94288,Biology
Reginald Zuniga,SID94289,Economics
Debbie Wilson,SID94290,Engineering
Hannah Harvey,SID94291,Art
Amber Johnson,SID94292,Medicine
Michael Coleman,SID94293,Literature
Amy Baker,SID94294,Engineering
Nathaniel Christensen,SID94295,Computer Science
Daniel Murphy,SID94296,History
William Short,SID94297,Computer Science
Vanessa Young,SID94298,Biology
Peggy Chapman,SID94299,Psychology
Kristen Nelson,SID94300,History
Michelle Strickland,SID94301,Psychology
Kathy Merritt,SID94302,Psychology
Matthew Lucas,SID94303,Biology
Patrick Thompson,SID94304,Literature
Mrs. Carmen Mitchell,SID94305,Engineering
Samuel Collier,SID94306,Mathematics
Kathryn Young,SID94307,Biology
Richard Reilly,SID94308,Mathematics
John Moody,SID94309,Mathematics
Benjamin Evans,SID94310,History
Joshua Hernandez,SID94311,Physics
Christopher Castaneda,SID94312,Psychology
Teresa Robinson,SID94313,Physics
Stephen Curtis,SID94314,Biology
Brenda Morgan,SID94315,Psychology
Gabriel Davenport,SID94316,Physics
Brenda Soto,SID94317,Economics
Cindy Lee,SID94318,History
Tammy Williamson,SID94319,Computer Science
Theodore Payne,SID94320,History
Timothy Gilmore,SID94321,Art
Joseph Cardenas,SID94322,Biology
Robin Cochran,SID94323,History
Angel Anderson,SID94324,Philosophy
Jasmine Chang,SID94325,Art
Michael Meyer,SID94326,Engineering
Pamela Campbell,SID94327,Biology
Madison Smith,SID94328,Physics
Daniel Carney,SID94329,History
William Carey,SID94330,History
Patrick Washington,SID94331,Computer Science
Carla Mullins,SID94332,Physics
Michelle Cross,SID94333,Art
Richard Pierce,SID94334,Mathematics
Dean Smith,SID94335,Economics
Dawn Rodgers,SID94336,Economics
Jennifer Lee,SID94337,Psychology
Jessica Young,SID94338,Medicine
Kimberly Noble,SID94339,Mathematics
Michael Smith,SID94340,Mathematics
Nicole Curry,SID94341,Physics
Erica Johnson,SID94342,Engineering
Wayne Gibbs,SID94343,Philosophy
Christopher Sherman,SID94344,Psychology
Timothy Edwards,SID94345,Art
Madison Ramirez DDS,SID94346,Literature
Misty Bond,SID94347,Engineering
Wesley Brown,SID94348,Art
Tanya Fox,SID94349,Biology
Brian Chen,SID94350,Art
Sergio Berg,SID94351,Medicine
Crystal Gray,SID94352,Literature
Timothy Lewis,SID94353,Engineering
Richard Jones,SID94354,Art
Dawn Davis,SID94355,Engineering
Desiree Chang,SID94356,Physics
Malik Romero,SID94357,Mathematics
Devin Brown DVM,SID94358,Art
Sarah Singleton,SID94359,History
Caroline Brown,SID94360,Mathematics
Carrie Marshall,SID94361,Philosophy
Lisa Tran,SID94362,Literature
Mrs. Denise Glass,SID94363,Art
Natalie Oconnor,SID94364,Biology
Brett Thompson,SID94365,Mathematics
Kathy Thompson,SID94366,Engineering
Karen Johnson,SID94367,Economics
Monica Buck,SID94368,Philosophy
April Lane,SID94369,Computer Science
Jeffrey Freeman,SID94370,History
Austin Taylor,SID94371,Art
Jennifer Lang,SID94372,Literature
Ashley Hunt,SID94373,Engineering
Kathleen Wood,SID94374,Art
Ellen Martin,SID94375,Physics
Ronald Stanley,SID94376,Mathematics
Ashley Leon,SID94377,Medicine
Anna Lee,SID94378,Mathematics
Diane Meyers,SID94379,Economics
Jason Berger,SID94380,Computer Science
Charles Evans,SID94381,Mathematics
Jasmine Adams,SID94382,History
Amy Martinez,SID94383,Economics
Devon Wade,SID94384,Physics
Diana Dawson,SID94385,Economics
Virginia Martinez,SID94386,Engineering
Pamela Thomas,SID94387,Literature
Michelle Duncan,SID94388,Engineering
Robert Harrell,SID94389,Computer Science
Andrew Brooks,SID94390,Economics
Dakota Murphy,SID94391,Medicine
Anita Reynolds,SID94392,Biology
Kristie Anderson,SID94393,Mathematics
David Smith,SID94394,Computer Science
Dr. Lauren Garcia,SID94395,Mathematics
Michelle Valencia,SID94396,Art
Taylor Gates,SID94397,Philosophy
Autumn Whitehead,SID94398,History
Teresa Lopez,SID94399,History
Collin Martin,SID94400,Physics
John Morgan,SID94401,Engineering
Mark Jackson DVM,SID94402,Art
Sarah Nunez,SID94403,Medicine
Lisa Anderson,SID94404,Philosophy
Dan Stewart,SID94405,History
Patricia Lewis,SID94406,Engineering
Luis West,SID94407,Mathematics
Rebecca Stevens,SID94408,Mathematics
Jennifer Russell,SID94409,Philosophy
Austin Santana,SID94410,Computer Science
Brent Martin,SID94411,Economics
Walter Anderson,SID94412,Psychology
Tina Banks,SID94413,Literature
Sally Sanchez,SID94414,Philosophy
Elizabeth Thompson,SID94415,Biology
Kevin Moore,SID94416,Philosophy
Gerald Bradley,SID94417,Psychology
Felicia Johnson,SID94418,Mathematics
Tiffany Solis,SID94419,Physics
Benjamin Padilla,SID94420,Biology
Tamara Sparks,SID94421,Physics
Susan Martinez,SID94422,Economics
Stephanie Holden,SID94423,History
Erika Burke,SID94424,Medicine
Bailey Mills,SID94425,History
Lori Curry,SID94426,Philosophy
Ariana Wallace,SID94427,Psychology
Amanda Ramirez,SID94428,Art
William Parker,SID94429,Medicine
Peter Gonzalez,SID94430,Psychology
Keith Lee,SID94431,Engineering
Ann Fritz,SID94432,Philosophy
Kristin Wheeler,SID94433,Philosophy
James Dominguez,SID94434,Computer Science
Robin Banks,SID94435,History
Julie Brewer,SID94436,History
Kathryn Black,SID94437,History
Madison Aguirre,SID94438,Biology
Amanda Guerra,SID94439,Physics
Carrie Jones,SID94440,Psychology
Jenna Jones,SID94441,Literature
Anne Williams,SID94442,Philosophy
Jennifer Brown,SID94443,Literature
Stephen Garcia,SID94444,Art
Jesus Carr,SID94445,Psychology
Johnny Maddox,SID94446,Physics
David Ray,SID94447,History
Evelyn Ballard,SID94448,Literature
Julian Stephenson,SID94449,Engineering
Mr. Jason Martinez,SID94450,Mathematics
Patrick Rose,SID94451,Medicine
Timothy Mosley,SID94452,Art
Dalton Black,SID94453,Economics
Jessica Wood,SID94454,Philosophy
Lisa Campbell,SID94455,Medicine
Louis Wilkins,SID94456,Medicine
Emily Daniels,SID94457,Physics
Destiny Tapia MD,SID94458,Medicine
Michelle Cooke,SID94459,Physics
Christopher Davis,SID94460,History
Ashley Stone,SID94461,History
Michael Singleton,SID94462,Literature
Sherry Powell,SID94463,Psychology
Benjamin Ortiz,SID94464,Mathematics
John Jackson,SID94465,Psychology
Tracie Simmons,SID94466,Engineering
Caroline Hill,SID94467,Medicine
